Beauty_32,000001,000146,000296,other indoor,laughing,waxing,"['equipment is not stable', ' no protection', ' too much fuel ', ' too weak', ' wrong direction', ' wrong estimation']","['too weak', ' wrong estimation']",chair,"['balance', ' sitable', ' tasty', ' rotating', ' round']","['balance', ' sitable']","'000096': '[646, 145, 1006, 711]', '000116': '[612, 252, 999, 720]', '000181': '[616, 96, 993, 705]'"
Beauty_34,000001,000002,000111,barbershop,none,waxing,"['wrong operate', ' unskilled', ' too much fuel ']","['wrong operate', ' unskilled']",wood,"['flamable', ' heavy', ' rushing']",['flamable'],"'000001': '[544, 387, 597, 434]', '000002': '[534, 385, 595, 436]', '000111': '[616, 275, 879, 689]'"
Beauty_35,000001,000120,000191,bathroom,none,straightening hair,"['too much time', ' unintended', ' too much fuel ', ' equipment is not stable']","['too much time', ' unintended']",straightener,"['controllable', ' unskilled', ' tasty']",['controllable'],"'000001': '[442, 20, 506, 58]', '000120': '[434, 7, 500, 47]', '000191': '[368, 94, 502, 221]'"
Beauty_6,000001,000157,000250,dressing room,painful wailing,use beauty equipment ,"['high temperature', ' unintended']","['high temperature', ' unintended']",electric welding,"['controllable', ' electric', ' high temperature']","['controllable', ' electric', ' high temperature']","'000001': '[349, 63, 854, 525]', '000157': '[212, 0, 916, 530]', '000250': '[430, 78, 913, 597]'"
Beauty_7,000001,000118,000250,other indoor,surprising response,shaving,"['unskilled', ' wrong estimation']","['unskilled', ' wrong estimation']",razor blade,"['controllable', ' sharp', ' stable']","['controllable', ' stable']","'000001': '[324, 80, 720, 405]', '000118': '[326, 0, 896, 286]', '000250': '[344, 28, 725, 309]'"
Beauty_8,000001,000201,000240,stage,screaming,dance,"['unbalanced', ' stumble']","['unbalanced', ' stumble']",heels,"['movable', ' high', ' slippery']","['movable', ' high', ' slippery']","'000001': '[576, 405, 799, 609]', '000201': '[601, 415, 834, 589]', '000240': '[594, 453, 886, 626]'"
Sport_0,000001,000190,000385,yard/garden,surprising response,gymnastics,"['collision', ' wrong estimation', ' outside interference', ' unbalanced', ' unintended']","['collision', ' outside interference']",person,"['high', ' unbalanced']","['high', ' unbalanced']","'000112': '[67, 272, 231, 912]', '000144': '[63, 277, 261, 912]', '000190': '[2, 160, 423, 683]'"
Sport_1,000001,000236,000452,lawn ,none,gymnastics,"['unbalanced', ' slippery']","['unbalanced', ' slippery']",person,"['slippery', ' unbalanced']","['slippery', ' unbalanced']","'000204': '[155, 363, 298, 636]', '000205': '[122, 357, 296, 628]', '000236': '[108, 447, 443, 660]'"
Sport_100,000001,000255,000290,other outdoor,none,running,"['wrong estimation', ' unintended', ' unbalanced']","['wrong estimation', ' unintended', ' unbalanced']",other sports equipment,"['movable', ' controllable', ' operatable', ' stable']","['movable', ' controllable', ' operatable', ' stable']","'000010': '[239, 367, 329, 584]', '000012': '[326, 541, 375, 610]', '000202': '[413, 273, 576, 449]'"
Sport_101,000001,000680,000815,other indoor,none,gymnastics,"['poor aiming', ' unbalanced', ' wrong estimation']","['poor aiming', ' unbalanced', ' wrong estimation']",table,"['balance', ' movable', ' climbable', ' big', ' heavy', ' stable']","['balance', ' movable', ' climbable', ' big', ' heavy', ' stable']","'000520': '[196, 244, 244, 436]', '000523': '[74, 216, 189, 389]', '000565': '[111, 36, 293, 552]'"
Sport_102,000001,000085,000269,gym,painful wailing,jump,"['unbalanced', ' wrong estimation', ' wrong operate']","['unbalanced', ' wrong estimation', ' wrong operate']",person,"['movable', ' flexible', ' jumpable', ' rotating']","['movable', ' flexible', ' jumpable', ' rotating']","'000013': '[135, 6, 443, 935]', '000071': '[290, 671, 523, 796]', '000073': '[297, 793, 353, 840]'"
Sport_103,000001,000069,000201,gym,painful wailing,jump,"['wrong estimation', ' unintended']","['wrong estimation', ' unintended']",object,"['movable', ' big', ' heavy', ' operatable', ' controllable']","['movable', ' big', ' heavy', ' operatable', ' controllable']","'000034': '[484, 262, 569, 616]', '000134': '[191, 386, 337, 752]', '000136': '[171, 779, 475, 1017]'"
Sport_104,000001,000304,000659,other outdoor,painful wailing,skating,"['wrong estimation', ' wrong operate', ' unintended', ' unbalanced']","['wrong estimation', ' wrong operate', ' unintended', ' unbalanced']",other sports equipment,"['movable', ' jumpable', ' balance', ' operatable']","['movable', ' jumpable', ' balance', ' operatable']","'000144': '[112, 238, 329, 286]', '000273': '[130, 591, 343, 750]', '000279': '[82, 18, 517, 644]'"
Sport_105,000001,001130,001251,other outdoor,screaming,skating,"['wrong estimation', ' unintended', ' unbalanced']","['wrong estimation', ' unintended', ' unbalanced']",person,"['movable', ' balance', ' stable']","['movable', ' balance', ' stable']","'000045': '[112, 283, 1015, 404]', '000772': '[528, 130, 815, 535]', '001204': '[132, 236, 401, 576]'"
Sport_106,000001,000031,000107, playground,none,biking,"['spin too fast', 'unbalanced', 'jump too low']","['spin too fast', 'unbalanced']",bike or motorbike,"['movable', ' controllable', ' operatable', ' balance', ' stable']","['movable', ' controllable', ' operatable', ' balance', ' stable']","'000001': '[61, 450, 276, 585]', '000031': '[205, 487, 359, 573]', '000107': '[171, 472, 324, 544]'"
Sport_107,000001,000241,000303,other outdoor,laughing,gymnastics,"['equipment is not stable', ' slippery', ' spin too fast', ' unbalanced']","['spin too fast', ' unbalanced']",person,"['balance', ' fast speed', ' rotating', ' unstable']","['balance', ' rotating']","'000001': '[311, 71, 565, 583]', '000241': '[240, 316, 499, 576]', '000303': '[141, 349, 572, 761]'"
Sport_107,000001,000241,000303,other outdoor,laughing,gymnastics,"['equipment is not stable', ' slippery', ' spin too fast', ' unbalanced']","['spin too fast', ' unbalanced']",object,"['fast speed', ' movable', ' rotating', ' round', ' unstable']","['fast speed', ' movable', ' rotating', ' round', ' unstable']","'000001': '[151, 402, 576, 588]', '000241': '[81, 470, 565, 665]', '000303': '[0, 307, 78, 405]'"
Sport_108,000001,000107,000742,steps,painful wailing,skateboarding,"['no protection', ' poor aiming', ' unbalanced', ' unintended', ' careless']","['no protection', ' unbalanced', ' unintended', ' careless']",person,"['unbalanced', ' unstable', ' out of control']",['unbalanced'],"'000066': '[78, 3, 497, 716]', '000107': '[150, 259, 561, 754]', '000152': '[257, 527, 561, 759]'"
Sport_108,000001,000107,000742,steps,painful wailing,skateboarding,"['no protection', ' poor aiming', ' unbalanced', ' unintended', ' careless']","['no protection', ' unbalanced', ' unintended', ' careless']",skateboard,"['balance', ' movable', ' jumpable']","['balance', ' movable']","'000066': '[130, 538, 385, 737]', '000076': '[217, 501, 467, 710]', '000087': '[0, 533, 234, 625]'"
Sport_109,000001,000145,000316,gym,painful wailing,gymnastics,"['careless', ' collision', ' no protection', ' spin too fast', ' wrong estimation']","['careless', ' collision', ' no protection', ' wrong estimation']",person,"['flexible', ' rotating', ' fast speed']","['flexible', ' rotating', ' fast speed']","'000001': '[25, 259, 229, 546]', '000145': '[123, 225, 308, 386]', '000167': '[102, 609, 380, 747]'"
Sport_109,000001,000145,000316,gym,painful wailing,gymnastics,"['careless', ' collision', ' no protection', ' spin too fast', ' wrong estimation']","['careless', ' collision', ' no protection', ' wrong estimation']",bar,"['hard', ' heavy', ' operatable', ' stable']","['hard', ' heavy', ' stable']","'000001': '[13, 95, 236, 335]', '000145': '[12, 84, 167, 340]', '000316': '[15, 91, 244, 377]'"
Sport_110,000001,000482,000553,track_and_field ground,provide assistance,gymnastics,"['collision', ' unintended', ' unbalanced', ' wrong estimation']","['collision', ' unintended', ' unbalanced']",person,"['fast speed', ' rotating', ' rushing', ' unbalanced', ' jumpable']","['fast speed', ' rotating', ' rushing', ' unbalanced', ' jumpable']","'000001': '[232, 363, 284, 415]', '000482': '[83, 331, 171, 421]', '000553': '[96, 358, 176, 410]'"
Sport_111,000001,000705,001410,gym,provide assistance,elastic rope,"['careless', ' unintended', ' wrong operate']","['careless', ' unintended', ' wrong operate']",person,"['unbalanced', ' unstable', ' out of control']",['unbalanced'],"'000001': '[51, 129, 392, 759]', '000705': '[13, 425, 495, 792]', '001410': '[1, 281, 436, 794]'"
Sport_111,000001,000705,001410,gym,provide assistance,elastic rope,"['careless', ' unintended', ' wrong operate']","['careless', ' unintended', ' wrong operate']",other sports equipment,"['flexible', ' long']","['flexible', ' long']","'000001': '[114, 135, 384, 518]', '000705': '[23, 613, 252, 768]', '001410': '[23, 600, 175, 742]'"
Sport_112,000001,000164,000451,lawn ,surprising response,trampoline,"['no protection', ' unintended', ' outside interference', ' collision']","['no protection', ' unintended', ' outside interference']",person,"['jumpable', ' flexible']",['flexible'],"'000001': '[64, 402, 156, 564]', '000164': '[166, 558, 332, 654]', '000451': '[113, 597, 376, 664]'"
Sport_112,000001,000164,000451,lawn ,surprising response,trampoline,"['no protection', ' unintended', ' outside interference', ' collision']","['no protection', ' unintended', ' outside interference']",person,['deliberately'],['deliberately'],"'000001': '[448, 470, 526, 650]', '000389': '[228, 404, 419, 504]', '000451': '[191, 596, 356, 661]'"
Sport_112,000001,000164,000451,lawn ,surprising response,trampoline,"['no protection', ' unintended', ' outside interference', ' collision']","['no protection', ' unintended', ' outside interference']",other sports machine,"['stable', ' jumpable', ' round']","['stable', ' round']","'000001': '[51, 498, 450, 672]', '000164': '[37, 521, 445, 655]', '000451': '[34, 541, 460, 655]'"
Sport_113,000001,000219,000351,gym,none,gymnastics,"['careless', 'collision', 'unbalance']",['unbalanced'],person,"['flexible', ' short', ' unbalanced']",['unbalanced'],"'000001': '[159, 196, 334, 618]', '000219': '[216, 429, 467, 655]', '000351': '[37, 341, 567, 692]'"
Sport_113,000001,000219,000351,gym,none,gymnastics,"['careless', 'collision', 'unbalance']",['unbalanced'],person,"['flexible', ' unbalanced']",['unbalanced'],"'000001': '[65, 111, 218, 605]', '000219': '[145, 334, 357, 558]', '000250': '[191, 386, 477, 690]'"
Sport_113,000001,000219,000351,gym,none,gymnastics,"['careless', 'collision', 'unbalance']",['unbalanced'],person,['unbalanced'],['unbalanced'],"'000142': '[0, 355, 68, 701]', '000219': '[108, 541, 293, 720]', '000249': '[0, 496, 287, 716]'"
Sport_114,000001,000110,000310,gym,provide assistance,football,"['unintended', ' unskilled', ' careless']","['unintended', ' unskilled']",person,"['deliberately', ' stable']","['deliberately', ' stable']","'000001': '[426, 276, 505, 410]', '000110': '[365, 300, 444, 429]', '000310': '[318, 346, 378, 467]'"
Sport_114,000001,000110,000310,gym,provide assistance,football,"['unintended', ' unskilled', ' careless']","['unintended', ' unskilled']",ball,"['fast speed', ' kickable', ' round', ' rotating']","['fast speed', ' kickable', ' round', ' rotating']","'000001': '[351, 378, 383, 407]', '000119': '[148, 403, 185, 433]', '000288': '[520, 475, 567, 507]'"
Sport_114,000001,000110,000310,gym,provide assistance,football,"['unintended', ' unskilled', ' careless']","['unintended', ' unskilled']",person,"['unbalanced', ' unskilled']","['unbalanced', ' unskilled']","'000001': '[77, 351, 138, 443]', '000110': '[67, 381, 151, 477]', '000310': '[205, 371, 268, 485]'"
Sport_115,000001,000113,000760,other indoor,surprising response,knocking over,"['unintended', ' careless', ' poor aiming', ' unbalanced']","['unintended', ' careless', ' poor aiming', ' unbalanced']",ball,"['heavy', ' round', ' rotating', ' hard', ' out of control']","['heavy', ' round', ' rotating', ' hard']","'000001': '[300, 121, 385, 209]', '000113': '[80, 184, 118, 216]', '000198': '[146, 295, 189, 333]'"
Sport_115,000001,000113,000760,other indoor,surprising response,knocking over,"['unintended', ' careless', ' poor aiming', ' unbalanced']","['unintended', ' careless', ' poor aiming', ' unbalanced']",person,"['unskilled', ' rushing', ' unbalanced']","['unskilled', ' rushing', ' unbalanced']","'000001': '[325, 101, 490, 569]', '000113': '[223, 249, 312, 440]', '000760': '[219, 0, 574, 561]'"
Sport_116,000001,000438,000456,other outdoor,dodge,horse riding,"['jump too low', ' run too fast', ' wrong estimation']","['jump too low', ' run too fast', ' wrong estimation']",other people/animal,"['jumpable', ' fast speed']","['jumpable', ' fast speed']","'000001': '[241, 147, 395, 320]', '000438': '[417, 125, 623, 330]', '000456': '[488, 133, 659, 254]'"
Sport_116,000001,000438,000456,other outdoor,dodge,horse riding,"['jump too low', ' run too fast', ' wrong estimation']","['jump too low', ' run too fast', ' wrong estimation']",person,"['unskilled', ' rushing']","['unskilled', ' rushing']","'000001': '[297, 111, 349, 238]', '000438': '[498, 59, 547, 201]', '000456': '[561, 96, 615, 221]'"
Sport_117,000001,000095,000216,track_and_field ground,painful wailing,gymnastics,"['wrong estimation', ' jump too low', ' equipment is not stable']","['wrong estimation', ' jump too low', ' equipment is not stable']",person,"['flexible', ' rushing', ' fast speed', ' unbalanced']","['flexible', ' rushing', ' unbalanced']","'000001': '[7, 203, 166, 573]', '000095': '[68, 521, 156, 710]', '000216': '[133, 330, 378, 519]'"
Sport_118,000001,000144,000460,racecourses,none,careless,"['unskilled', 'fast speed']","['careless', 'unskilled']",other people/animal,"['out of control', ' unbalanced']","['out of control', ' unbalanced']","'000001': '[319, 188, 625, 454]', '000144': '[403, 157, 743, 498]', '000460': '[13, 150, 772, 557]'"
Sport_118,000001,000144,000460,racecourses,none,careless,"['unskilled', 'fast speed']","['careless', 'unskilled']",person,['unskilled'],['unskilled'],"'000001': '[451, 137, 525, 306]', '000144': '[520, 108, 623, 330]', '000460': '[43, 76, 665, 362]'"
Sport_119,000001,000100,000676,yard/garden,surprising response,knocking over,"['unbalanced', ' stumble']","['unbalanced', ' stumble']",other sports equipment,['movable'],['movable'],"'000001': '[10, 870, 567, 947]', '000090': '[1, 375, 256, 668]', '000665': '[474, 40, 566, 324]'"
Sport_119,000001,000100,000676,yard/garden,surprising response,knocking over,"['unbalanced', ' stumble']","['unbalanced', ' stumble']",person,['unbalanced'],['unbalanced'],"'000070': '[0, 37, 133, 835]', '000100': '[0, 60, 525, 805]', '000676': '[150, 41, 461, 808]'"
Sport_119,000001,000100,000676,yard/garden,surprising response,knocking over,"['unbalanced', ' stumble']","['unbalanced', ' stumble']",other people/animal,"['out of control', ' fast speed', ' deliberately']","['fast speed', ' deliberately']","'000070': '[17, 591, 85, 802]', '000100': '[319, 619, 523, 817]', '000340': '[40, 607, 288, 769]'"
Sport_120,000001,000302,000385,other outdoor,surprising response,gymnastics,"['unintended', ' wrong estimation']","['unintended', ' wrong estimation']",person,"['fast speed', ' flexible', ' unskilled']","['fast speed', ' flexible', ' unskilled']","'000110': '[443, 285, 488, 390]', '000302': '[92, 291, 234, 448]', '000385': '[143, 244, 234, 388]'"
Sport_121,000001,000136,000331,other outdoor,surprising response,skateboarding,"['wrong estimation', ' unbalanced']","['wrong estimation', ' unbalanced']",person,"['fast speed', ' unbalanced']","['fast speed', ' out of control', ' unbalanced']","'000001': '[77, 439, 248, 582]', '000136': '[149, 352, 478, 813]', '000316': '[172, 128, 520, 781]'"
Sport_121,000001,000136,000331,other outdoor,surprising response,skateboarding,"['wrong estimation', ' unbalanced']","['wrong estimation', ' unbalanced']",skateboard,"['fast speed', ' jumpable']",['fast speed'],"'000001': '[81, 498, 136, 577]', '000130': '[138, 468, 369, 699]', '000136': '[401, 561, 533, 794]'"
Sport_122,000001,000178,000280,other outdoor,laughing,skateboarding,"['unintended', ' wrong estimation', ' stumble', ' collision']","['unintended', ' wrong estimation', ' collision']",person,"['unbalanced', ' fast speed']","['unbalanced', ' fast speed']","'000001': '[76, 270, 227, 557]', '000178': '[78, 0, 482, 455]', '000280': '[50, 61, 506, 407]'"
Sport_122,000001,000178,000280,other outdoor,laughing,skateboarding,"['unintended', ' wrong estimation', ' stumble', ' collision']","['unintended', ' wrong estimation', ' collision']",skateboard,"['fast speed', ' movable']","['fast speed', ' movable']","'000001': '[196, 538, 252, 571]', '000178': '[66, 323, 269, 466]', '000280': '[73, 260, 135, 304]'"
Sport_123,000050,000200,000274,snow slope,surprising response,horse riding,"['unbalanced', ' stumble']","['unbalanced', ' stumble']",person,['unbalanced'],['unbalanced'],"'000050': '[434, 215, 570, 477]', '000200': '[248, 187, 421, 358]', '000274': '[142, 238, 333, 327]'"
Sport_123,000050,000200,000274,snow slope,surprising response,horse riding,"['unbalanced', ' stumble']","['unbalanced', ' stumble']",other people/animal,"['jumpable', ' out of control', ' fast speed']","['jumpable', ' out of control', ' fast speed']","'000050': '[524, 216, 576, 327]', '000200': '[139, 179, 413, 364]', '000233': '[0, 151, 148, 336]'"
Sport_124,000001,000100,000332,lake,surprising response,horse riding,['unbalanced'],['unbalanced'],person,"['fast speed', ' unbalanced']","['fast speed', ' unbalanced']","'000001': '[365, 146, 424, 292]', '000100': '[373, 203, 437, 362]', '000332': '[432, 250, 603, 338]'"
Sport_124,000001,000100,000332,lake,surprising response,horse riding,['unbalanced'],['unbalanced'],other people/animal,['fast speed'],['fast speed'],"'000001': '[308, 187, 556, 363]', '000100': '[318, 220, 590, 412]', '000175': '[0, 162, 179, 301]'"
Sport_125,000001,000260,000393,street,surprising response,skating,"['collision', ' too crowd', ' drive too fast', ' unintended']","['collision', ' too crowd', ' drive too fast']",person,"['fast speed', ' out of control']","['fast speed', ' out of control']","'000001': '[122, 39, 273, 447]', '000260': '[275, 163, 334, 337]', '000393': '[117, 323, 262, 579]'"
Sport_126,000001,000127,000377,gym,painful wailing,knocking over,"['collision', ' unintended']","['collision', ' unintended']",person,"['flexible', ' rushing', ' jumpable']","['flexible', ' rushing']","'000001': '[172, 274, 270, 428]', '000127': '[165, 50, 414, 705]', '000377': '[275, 3, 474, 569]'"
Sport_126,000001,000127,000377,gym,painful wailing,knocking over,"['collision', ' unintended']","['collision', ' unintended']",ball,['rotating'],['rotating'],"'000001': '[137, 384, 184, 418]', '000164': '[116, 2, 191, 66]', '000200': '[4, 74, 80, 153]'"
Sport_127,000001,000133,000218,soccer playground,painful wailing,football,"['collision', ' spin too fast', ' unintended']","['collision', ' unintended']",person,['rushing'],['rushing'],"'000097': '[354, 175, 538, 610]', '000132': '[59, 206, 173, 555]', '000218': '[233, 202, 315, 407]'"
Sport_127,000001,000133,000218,soccer playground,painful wailing,football,"['collision', ' spin too fast', ' unintended']","['collision', ' unintended']",person,"['short', ' unbalanced']",['short'],"'000001': '[146, 247, 188, 336]', '000133': '[177, 350, 217, 448]', '000210': '[276, 329, 315, 397]'"
Sport_127,000001,000133,000218,soccer playground,painful wailing,football,"['collision', ' spin too fast', ' unintended']","['collision', ' unintended']",ball,"['rotating', ' round']","['rotating', ' round']","'000097': '[30, 549, 103, 610]', '000133': '[170, 350, 194, 385]', '000136': '[131, 378, 163, 411]'"
Sport_128,000001,000100,000182,track_and_field ground,surprising response,jump,"['unintended', ' wrong operate']",['unintended'],person,"['deliberately', ' jumpable']",['deliberately'],"'000001': '[110, 115, 234, 469]', '000100': '[32, 67, 196, 342]', '000182': '[50, 207, 312, 332]'"
Sport_129,000001,001016,001480,lake,screaming,boating,"['unintended', ' unbalanced', ' careless']","['unintended', ' unbalanced', ' careless']",person,"['unbalanced', ' slippery']",['unbalanced'],"'000001': '[237, 112, 363, 385]', '001016': '[168, 210, 230, 313]', '001480': '[287, 154, 408, 233]'"
Sport_129,000001,001016,001480,lake,screaming,boating,"['unintended', ' unbalanced', ' careless']","['unintended', ' unbalanced', ' careless']",boat/kayak/motorboat,"['floatable', ' long']","['floatable', ' long']","'000001': '[0, 267, 288, 459]', '001016': '[229, 227, 486, 346]', '001480': '[40, 196, 498, 385]'"
Sport_130,000001,000080,000336,yard/garden,surprising response,knocking over,"['careless', ' unintended', ' poor aiming']","['unintended', ' poor aiming']",person,"['deliberately', ' stable']","['deliberately', ' stable']","'000001': '[111, 321, 297, 712]', '000080': '[114, 286, 252, 713]', '000336': '[135, 213, 371, 716]'"
Sport_139,000001,000304,000370,park,response action,gymnastics,"['collision', ' no protection', ' unbalanced', ' unskilled', ' wrong estimation']","['collision', ' unbalanced', ' unskilled', ' wrong estimation']",person,"['climbable', ' rotating', ' unbalanced']","['climbable', ' rotating', ' unbalanced']","'000235': '[0, 261, 451, 903]', '000258': '[261, 293, 471, 584]', '000297': '[79, 146, 536, 478]', '000339': '[0, 212, 355, 881]'"
Sport_140,000001,000321,000527,background,dodge,skateboarding,"['drive too fast', ' stumble']","['drive too fast', ' stumble']",skateboard,"['unskilled', ' unbalanced', ' jumpable']","['unskilled', ' unbalanced']","'000321': '[154, 233, 329, 550]', '000322': '[127, 631, 337, 818]', '000323': '[113, 685, 344, 828]'"
Sport_141,000001,000049,000206,park,laughing,offloading,"['deliberately', ' wrong direction']","['deliberately', ' wrong direction']",slope,"['deliberately', ' short', ' drivable', ' heavy', ' unbalanced', ' balance']","['deliberately', ' short', ' drivable', ' heavy', ' unbalanced', ' balance']","'000049': '[452, 21, 684, 547]', '000050': '[199, 214, 886, 468]', '000051': '[123, 504, 500, 559]'"
Sport_142,000001,000151,000228,park,none,jump,['unskilled'],['unskilled'],person,"['unskilled', ' rotating']","['unskilled', ' rotating']","'000068': '[211, 366, 430, 612]', '000151': '[201, 324, 423, 484]', '000152': '[159, 523, 322, 636]'"
Sport_143,000001,000101,000679,other outdoor,provide assistance,skateboarding,['outside interference'],['outside interference'],skateboard,"['big', ' movable', ' out of control', ' unbalanced', ' small', ' short', ' rushing', ' stable']","['big', ' out of control', ' short', ' rushing', ' stable']","'000098': '[334, 185, 380, 318]', '000099': '[200, 394, 327, 428]', '000101': '[237, 185, 301, 357]'"
Sport_144,000001,000030,000102,park,none,mountain bike,"['spin too fast', ' unbalanced']","['spin too fast', ' unbalanced']",bike or motorbike,"['big', ' out of control', ' unbalanced', ' unstable']","['big', ' out of control', ' unbalanced', ' unstable']","'000023': '[270, 558, 440, 883]', '000030': '[186, 220, 346, 584]', '000031': '[309, 569, 576, 912]'"
Sport_145,000001,000159,000529,muddy slope,none,mountain bike,"['unskilled', ' unbalanced', ' stumble']","['unskilled', ' unbalanced', ' stumble']",slope,"['controllable', ' drivable', ' out of control', ' unskilled', ' rectangular']","['controllable', ' drivable', ' out of control', ' unskilled', ' rectangular']","'000107': '[202, 545, 372, 739]', '000120': '[68, 555, 293, 721]', '000159': '[244, 584, 419, 650]'"
Sport_146,000001,000075,000189,other indoor,laughing,skateboarding,['unbalanced'],['unbalanced'],object,"['unbalanced', ' unskilled', ' jumpable', ' rectangular']","['unbalanced', ' unskilled', ' jumpable', ' rectangular']","'000003': '[140, 522, 294, 558]', '000185': '[73, 449, 312, 552]', '000189': '[141, 462, 301, 512]'"
Sport_147,000001,000141,000309,soccer playground,painful wailing,football,['wrong estimation'],['wrong estimation'],person,"['short', ' fast speed', ' round', ' unskilled', ' unbalanced']","['short', ' fast speed', ' round', ' unskilled', ' unbalanced']","'000131': '[133, 267, 222, 375]', '000133': '[235, 124, 310, 177]', '000150': '[290, 259, 407, 371]'"
Sport_148,000001,000224,000264,background,none,skateboarding,"['wrong direction', ' wrong estimation']","['wrong direction', ' wrong estimation']",person,"['unskilled', ' unstable', ' fast speed']","['unskilled', ' unstable', ' fast speed']","'000065': '[334, 146, 497, 394]', '000069': '[156, 199, 307, 447]', '000070': '[315, 124, 458, 338]'"
Sport_149,000001,000232,000281,beach,none,surfing,['slippery'],['slippery'],person,"['unbalanced', ' unstable']","['unbalanced', ' unstable']","'000232': '[322, 338, 409, 506]', '000241': '[356, 511, 443, 584]', '000242': '[244, 351, 367, 537]'"
Sport_150,000001,000138,000203,park,surprising response,mountain bike,"['unbalanced', ' unskilled', ' equipment is not stable']","['unbalanced', ' unskilled', ' equipment is not stable']",bike or motorbike,"['unbalanced', ' unskilled']","['unbalanced', ' unskilled', ' unbalanced']","'000135': '[102, 533, 513, 748]', '000137': '[99, 533, 554, 754]', '000155': '[218, 384, 422, 597]'"
Sport_151,000001,000126,000229,park,laughing,knocking over,"['too weak', ' stumble']","['too weak', ' stumble']",person,"['big', ' heavy', ' kickable', ' balance', ' unstable']","['big', ' heavy', ' kickable', ' balance', ' unstable']","'000051': '[293, 356, 430, 511]', '000067': '[385, 356, 527, 451]', '000127': '[120, 356, 288, 679]'"
Sport_152,000001,000132,000340,garage,surprising response,skateboarding,"['spin too slow', ' wrong estimation', ' unbalanced', ' unskilled']","['spin too slow', ' wrong estimation', ' unbalanced', ' unskilled']",skateboard,"['jumpable', ' movable', ' operatable', ' unstable', ' unbalanced']","['jumpable', ' movable', ' operatable', ' unstable', ' unbalanced']","'000083': '[401, 100, 730, 305]', '000232': '[387, 13, 720, 559]', '000233': '[827, 89, 975, 372]'"
Sport_153,000001,000160,000220,background,laughing,stretch,"['unskilled', ' wrong estimation']","['unskilled', ' wrong estimation']",person,"['unbalanced', ' balance', ' movable', ' out of control']","['unbalanced', ' balance', ' movable', ' out of control']","'000140': '[238, 200, 496, 823]', '000160': '[267, 462, 412, 760]', '000170': '[261, 387, 465, 810]'"
